"case_id","party_number","victim_role","victim_sex","victim_age","victim_degree_of_injury","victim_seating_position","victim_safety_equip_1","victim_safety_equip_2","victim_ejected","local_report_number"
"91486883","3","1","F","26","6","1","L","G","0","9370-2021-10180"
"9286912","1","2","M","25","0","3","M","G","-","2021-00024763"
"9286912","1","2","M","24","0","6","M","G","-","2021-00024763"
"91517485","3","1","M","32","6","1","M","G","0","9370-2021-10418"
"91517485","3","2","M","43","6","3","M","G","0","9370-2021-10418"
"91580953","1","1","M","21","7","1","M","G","0","9370-2021-11369"
"9288370","1","2","F","28","0","-","M","-","-","2021-00020345"
"9277041","2","1","M","46","6","1","M","G","0","2021-00016720"
"9266711","1","1","F","35","7","1","M","G","0","2021-00016226"
"9231272","2","1","F","37","2","1","L","-","0","21-1819"
"9277050","2","1","F","35","6","1","L","C","0","2021-00014827"
"9277050","2","2","M","38","6","3","L","C","0","2021-00014827"
"9240980","2","2","F","36","0","3","M","G","0","2021-00007287"
"9316851","1","1","M","27","6","1","M","G","0","2021-00029041"
"9317484","2","1","-","36","4","1","M","-","-","2021-00031109"
"9317593","1","4","F","23","6","-","P","W","1","2021-00033535"
"9312319","3","2","F","998","0","3","M","G","0","2021-00031583"
"9250580","2","2","F","29","6","3","M","G","0","2021-00013400"
"9250580","1","2","F","30","0","3","M","G","0","2021-00013400"
"9395639","2","1","F","52","6","1","L","G","0","2021-00055573"
"9276300","1","2","F","20","0","6","M","-","-","2021-00032631"
"9294167","2","1","F","53","6","1","M","G","-","2021-00028581"
"9212583","2","2","F","32","0","3","M","-","-","2020-00053958"
"9188121","2","1","F","54","3","1","M","C","0","2020-00050345"
"9188123","1","1","F","27","3","1","L","-","0","2020-00050939"
"9099812","2","1","M","30","6","1","M","-","-","2020-00013531"
"9090340","1","2","F","6","6","6","M","G","0","2020-00009821"
"9090787","1","2","M","19","3","4","M","B","0","2020-00008211"
"9090787","1","1","M","21","3","1","L","G","0","2020-00008211"
"9090792","2","3","F","47","3","-","P","-","0","2020-00006933"
"91289149","1","1","M","55","5","1","L","G","0","9370-2020-01942"
"91318613","2","1","M","33","6","1","L","G","0","9370-2020-02355"
"91209744","1","1","M","51","7","1","M","G","0","9370-2020-00870"
"9049284","2","1","M","26","7","1","P","-","3","2020-00005564"
"9049300","1","2","F","30","6","6","M","G","0","2020-00004286"
"9049319","1","4","M","67","6","9","-","-","3","2020-00000722"
"9049320","1","2","F","78","0","3","M","G","0","2020-00004517"
"9136428","2","3","F","77","5","-","P","-","1","2020-00030257"
"9216389","1","4","M","73","3","-","-","-","-","2020-00053657"
"91343094","2","1","F","62","7","1","M","G","0","9370-2020-02830"
"9102881","1","2","F","19","0","3","M","G","3","2020-00014737"
"9137810","1","2","M","20","3","3","L","C","0","2020-00034585"
"9137815","2","1","F","21","3","1","M","G","0","2020-00032248"
"9099808","2","4","F","19","6","-","P","W","1","2020-00014261"
"9099810","2","1","M","77","5","1","L","C","0","2020-00013381"
"9137815","2","2","F","46","0","2","M","G","0","2020-00032248"
"9137815","2","2","M","49","4","1","M","G","0","2020-00032248"
"9090324","2","1","M","21","6","1","P","-","1","2020-00008589"
"9090339","2","3","F","31","6","-","P","A","-","2020-00011769"
"91379920","1","1","M","22","6","1","L","G","0","9370-2020-03368"
"91379920","1","2","F","19","7","3","L","G","0","9370-2020-03368"
"91379920","1","2","F","20","7","6","L","G","0","9370-2020-03368"
"91304117","1","1","M","54","7","1","M","G","0","9370-2020-02200"
"91259555","1","2","M","24","7","3","P","G","0","9370-2020-01517"
"9161627","1","4","M","33","3","-","-","P","-","2020-00040230"
"9161633","1","1","F","68","3","1","M","-","-","2020-00038652"
"9128322","2","1","F","27","6","1","M","-","0","2020-00023630"
"9128322","2","2","F","76","6","3","M","G","0","2020-00023630"
"9128322","2","2","M","6","0","6","M","Q","0","2020-00023630"
"9161629","1","4","M","53","3","-","-","P","-","2020-00039916"
"9114178","2","2","F","30","0","3","L","G","0","2020-00018356"
"9161631","2","3","M","62","2","-","-","P","-","2020-00039032"
"9102881","2","1","F","64","6","1","M","G","3","2020-00014737"
"9060559","1","1","F","45","6","1","M","G","0","2020-00003295"
"9060559","2","1","M","26","6","1","L","G","0","2020-00003295"
"9060559","2","2","F","24","0","3","L","G","3","2020-00003295"
"9128322","4","1","M","45","5","1","L","G","0","2020-00023630"
"91268375","1","1","M","40","7","1","M","G","0","9370-2020-01701"
"91366033","1","2","F","23","6","3","L","G","0","9370-2020-03107"
"9164036","2","1","M","42","3","1","L","G","0","2020-00039281"
"9164036","2","2","F","40","0","3","L","G","-","2020-00039281"
"91205515","2","2","F","37","6","3","M","G","0","9370-2020-00837"
"9164036","1","1","M","60","3","1","L","G","0","2020-00039281"
"9049284","1","2","F","4","0","6","M","G","3","2020-00005564"
"9049288","2","1","M","24","6","1","L","G","0","2020-00005307"
"9049288","2","2","M","51","6","3","L","G","0","2020-00005307"
"9049320","2","3","M","78","6","9","-","W","0","2020-00004517"
"9122349","2","2","M","54","0","3","M","-","-","2020-00022870"
"9212583","1","3","M","34","7","-","-","-","-","2020-00053958"
"9122349","2","1","F","45","6","1","M","G","-","2020-00022870"
"9386399","1","1","M","62","6","1","M","E","-","2021-00050563"
"9386584","1","4","M","47","5","-","P","W","1","2021-00052875"
"9504023","1","1","F","24","6","1","M","G","0","2021-00033409"
"9504023","4","3","M","21","6","-","P","-","1","2021-00033409"
"9364054","2","1","M","58","3","1","L","G","0","2021-00049659"
"9277035","3","1","F","63","6","1","-","-","-","2021-00018940"
"9316855","2","1","M","57","6","1","L","G","0","2021-00029747"
"9504023","2","3","F","54","1","-","P","-","1","2021-00033409"
"9286279","2","1","M","23","6","1","M","C","0","2021-00017248"
"9222347","2","2","F","42","6","2","M","G","0","2021-00002013"
"9222347","2","2","F","12","6","6","M","G","0","2021-00002013"
"9222347","2","2","F","1","0","4","M","G","-","2021-00002013"
"9244884","2","4","M","36","6","-","P","W","-","2021-00002690"
"9322678","1","1","M","40","6","1","L","G","0","2021-00035028"
"91467397","3","1","F","55","7","1","M","G","0","9370-2021-01204"
"9364070","1","2","M","4","0","5","M","G","0","2021-00046915"
"9364088","2","4","F","31","6","-","P","W","0","2021-00046287"
"91460042","2","1","F","49","7","1","M","G","0","9370-2021-01140"
"9316863","2","1","F","73","7","1","L","G","0","2021-00031185"
"9295846","1","2","F","17","0","3","M","G","-","2021-00026353"
"9319632","3","2","F","95","7","3","M","G","0","2021-00029897"
"9386582","2","1","F","36","6","1","P","-","2","2021-00053180"
"9286314","2","1","M","60","6","1","L","G","-","2021-00022558"
"9300084","2","2","F","45","0","2","M","-","0","2021-00018499"
"9286314","1","1","F","55","6","1","L","G","-","2021-00022558"
"9222360","1","2","M","65","0","3","M","-","0","2021-00000448"
"9338728","2","1","F","21","6","1","P","W","-","2021-00035216"
"91393133","3","2","F","32","6","3","M","G","0","9370-2021-00165"
"91485084","2","1","F","47","6","1","M","G","0","9370-2021-10106"
"9317482","1","1","F","65","4","1","G","-","0","2021-00031441"
"9250584","1","4","M","55","5","-","P","W","1","2021-00012803"
"91604604","2","2","M","18","5","4","P","G","0","9370-2021-11342"
"91616667","1","1","M","61","6","1","P","W","1","9370-2021-11906"
"9221335","2","1","M","27","6","1","M","G","0","2020-00055079"
"9221359","1","2","M","0","0","-","L","G","0","2020-00058075"
"9221359","1","1","F","37","6","1","L","G","0","2020-00058075"
"9122592","2","3","M","56","6","-","-","-","-","2020-00024247"
"9122608","2","3","F","61","5","-","-","-","-","2020-00021854"
"9212677","1","1","F","45","6","1","M","G","0","2020-00051233"
"91173739","2","2","F","76","6","4","L","G","0","9370-2020-00205"
"91336239","2","1","M","53","7","1","M","G","0","9370-2020-02647"
"9099221","1","2","F","10","7","4","M","G","0","20200-00013765"
"9099221","1","1","F","34","6","1","M","G","0","20200-00013765"
"9188133","1","4","F","53","3","1","P","W","1","2020-000746651"
"9089488","1","2","M","1","0","4","P","Y","-","2020-00010145"
"91173739","3","1","F","38","7","1","L","G","0","9370-2020-00205"
"9188134","1","4","M","32","3","-","P","W","2","2020-00045800"
"9099803","2","1","F","59","7","1","M","G","0","2020-00016541"
"9099813","4","3","M","32","6","-","-","-","0","2020-00013374"
"9230808","1","4","M","24","3","-","-","-","-","2020-00057367"
"91340642","2","1","F","28","6","1","L","G","0","9370-2020-02761"
"9136423","2","1","M","65","6","1","P","W","0","2020-00028339"
"91359701","2","1","F","39","7","1","M","G","0","9370-2020-03102"
"9052978","2","2","F","82","0","2","M","G","0","2020-00000581"
"9218265","2","3","M","80","5","-","-","-","-","2020-00058054"
"9218266","2","1","F","55","6","1","L","G","0","2020-00057627"
"9218274","2","4","M","62","6","-","P","W","0","2020-00056277"
"9137807","2","2","M","17","3","6","M","G","0","2020-00034745"
"9137813","2","1","F","57","4","1","L","G","0","2020-00032988"
"9137813","2","2","F","15","3","3","L","G","0","2020-00032988"
"9099813","3","3","F","36","6","-","-","-","0","2020-00013374"
"9136423","1","2","F","40","0","2","M","-","-","2020-00028339"
"9136423","1","2","M","11","0","3","M","-","-","2020-00028339"
"9136423","1","2","M","11","0","4","M","-","-","2020-00028339"
"9136423","1","2","M","6","0","5","M","-","-","2020-00028339"
"9136423","1","2","M","1","0","6","M","-","-","2020-00028339"
"9218811","1","1","F","63","3","1","M","G","0","2020-00055817"
"9218811","2","2","M","33","0","3","M","G","-","2020-00055817"
"9218811","2","2","M","31","0","4","M","G","0","2020-00055817"
"9218811","2","2","M","44","0","6","M","G","-","2020-00055817"
"9090321","1","3","M","26","6","-","P","-","-","2020-00010520"
"9090329","1","1","M","22","6","1","L","G","0","2020-00010646"
"9090335","1","1","F","19","6","1","L","C","0","2020-00011810"
"9090335","2","1","M","25","6","1","-","-","-","2020-00011810"
"91379439","2","2","F","58","7","3","M","G","0","9370-2020-03307"
"9218274","1","2","F","21","0","3","M","G","-","2020-00056277"
"9090795","1","2","M","9","4","3","M","G","0","2020-00007385"
"9090795","1","2","F","5","0","6","M","-","-","2020-00007385"
"9137807","1","1","M","45","3","1","L","G","0","2020-00034745"
"91268618","1","2","F","18","7","3","M","G","0","9370-2020-01702"
"9161237","2","1","M","30","3","1","L","-","0","2020-00039397"
"9161635","2","1","M","63","3","1","M","G","0","2020-00037169"
"9161635","2","2","F","56","3","3","M","G","0","2020-00037169"
"91163642","1","1","M","34","7","1","L","G","0","9370-2020-00081"
"9122588","2","4","M","26","6","-","P","-","1","2020-00022762"
"9122608","1","4","M","55","5","-","P","V","-","2020-00021854"
"9122612","1","4","F","73","7","-","-","P","-","2020-00025215"
"9122636","2","3","-","69","5","-","-","-","-","2020-00022446"
"9071223","2","1","F","51","6","1","M","B","0","2020-00000993"
"9071223","2","2","M","19","6","3","M","B","0","2020-00000993"
"9161221","1","1","M","22","2","1","M","V","1","2020-00038832"
"9090321","2","2","M","48","0","3","M","G","-","2020-00010520"
"9090321","2","2","-","49","0","6","M","-","-","2020-00010520"
"9090329","2","1","F","23","6","1","L","G","0","2020-00010646"
"9090329","2","2","F","31","6","3","L","G","0","2020-00010646"
"9090329","2","2","M","40","7","4","P","G","0","2020-00010646"
"9161637","2","4","F","47","3","-","P","W","-","2020-00036662"
"8911411","1","1","M","20","1","1","L","G","0","2020-00008159"
"9128654","1","2","M","20","0","3","M","G","0","2020-00028638"
"9128654","1","2","F","18","0","4","M","G","0","2020-00028638"
"9221359","2","1","F","66","6","1","M","G","0","2020-00058075"
"9221892","1","1","M","29","3","-","M","X","0","2020-00055447"
"9116201","2","4","M","31","6","-","M","W","0","2020-00021280"
"9197958","2","3","F","12","6","-","-","-","-","2020-00051145"
"9212587","2","3","F","66","6","-","-","-","-","2020-00053779"
"9116183","1","2","F","25","0","3","M","G","0","2020-00019150"
"9212677","2","1","F","60","6","1","M","G","0","2020-00051233"
"9049304","1","1","M","31","6","1","P","B","3","2020-00004046"
"91463809","2","1","M","31","7","1","M","G","0","9370-2021-01220"
"9250588","2","2","F","21","6","3","L","G","0","2021-00012553"
"9250588","2","2","F","1","0","4","L","G","-","2021-00012553"
"9250588","2","1","F","23","6","1","L","C","0","2021-00012553"
"9250598","2","3","F","27","6","-","P","-","-","2021-00010774"
"91560117","2","1","F","38","5","1","P","W","1","9370-2021-11019"
"9245481","1","4","M","26","6","-","-","-","0","2021-00005174"
"9286306","1","4","M","60","6","-","P","-","-","2021-00022439"
"9364086","2","3","M","19","6","-","-","-","-","2021-00046306"
"9364091","2","1","M","16","6","1","L","G","0","2021-00045962"
"9367174","2","1","M","25","6","1","L","C","0","2021-00047768"
"9367174","2","2","F","25","6","3","L","C","0","2021-00047768"
"9234470","1","4","M","25","6","-","P","W","-","2021-00000550"
"9364251","1","1","F","32","6","1","M","G","0","2021-00049541"
"9338570","2","2","F","73","0","3","M","G","-","2021-00036317"
"9254723","2","2","F","64","6","3","M","G","0","2021-00009137"
"9164040","2","3","M","27","5","-","P","-","-","2020-00039783"
"9087653","1","1","F","24","7","1","L","G","0","2020-00009680"
"9222482","2","1","M","82","3","1","L","-","-","2020-00054905"
"9117892","2","2","F","45","2","3","M","G","0","2020-00024918"
"9117892","2","2","F","16","0","4","M","G","0","2020-00024918"
"9117892","2","2","F","27","3","6","M","G","0","2020-00024918"
"9192858","2","1","M","47","7","1","L","G","0","2020-00047698"
"9192862","1","1","F","45","6","1","B","G","0","2020-00047193"
"9192862","2","1","F","39","5","1","L","G","-","2020-00047193"
"9212563","3","3","M","55","7","-","P","-","-","2020-00054151"
"91254795","2","2","F","23","7","3","M","G","0","9370-2020-01446"
"91254795","2","2","F","22","7","6","P","G","0","9370-2020-01446"
"9089448","1","2","M","23","0","3","M","B","0","2020-00007513"
"9117892","1","1","F","49","3","1","M","G","0","2020-00024918"
"9188122","2","3","M","25","3","-","P","-","-","2020-00050286"
"9099806","1","2","M","26","0","3","L","G","0","2020-00016911"
"9099806","1","1","F","22","7","1","-","-","-","2020-00016911"
"9099809","2","2","F","3","0","6","M","-","0","2020-00014100"
"9099809","2","2","F","0","0","4","M","-","0","2020-00014100"
"9049303","2","4","F","23","6","9","-","-","3","2020-000002424"
"91255602","2","1","F","43","6","1","L","G","0","9370-2020-01442"
"91255602","2","2","M","49","6","3","L","G","0","9370-2020-01442"
"9136429","1","1","M","66","6","1","L","G","0","2020-00030370"
"9087653","2","2","F","24","7","1","M","G","0","2020-00009680"
"9052986","2","2","M","2","0","4","M","-","3","2020-00000430"
"9052986","2","2","F","4","0","6","M","-","3","2020-00000430"
"9218273","2","4","M","35","6","-","P","-","-","2020-00056740"
"9137811","1","4","M","68","3","-","P","W","3","2020-00034329"
"9137814","2","1","M","19","3","1","B","C","0","2020-00031929"
"9099804","1","4","M","66","5","-","P","W","2","2020-00017256"
"9099806","2","1","M","34","7","1","L","G","0","2020-00016911"
"9099809","1","5","F","20","6","-","P","-","-","2020-00014100"
"9192862","3","1","F","44","7","1","M","G","-","2020-00047193"
"9060094","1","2","F","69","0","3","M","G","0","2020-00002063"
"9060094","1","2","F","68","0","4","M","G","3","2020-00002063"
"9060094","1","2","F","16","0","6","M","G","3","2020-00002063"
"9128440","2","1","M","57","6","1","L","G","0","2020-00026709"
"9128440","2","2","M","11","0","6","M","G","0","2020-00026709"
"9218870","2","1","M","44","7","1","M","G","0","2020-00057826"
"9218870","2","2","M","39","0","3","M","G","0","2020-00057826"
"9218870","2","2","M","42","0","4","M","G","0","2020-00057826"
"9218870","2","2","M","17","0","6","M","G","0","2020-00057826"
"9090786","1","3","M","13","6","-","P","-","-","2020-00006402"
"9090788","1","1","F","37","3","1","L","G","-","2020-00007271"
"9090788","1","2","F","17","0","2","L","-","-","2020-00007271"
"9137812","2","1","M","52","3","1","M","G","0","2020-00033672"
"9137812","2","2","F","37","3","3","M","G","0","2020-00033672"
"9180574","2","3","M","29","3","-","P","-","0","2020-00004750"
"9141274","2","3","M","40","4","1","-","-","-","2020-00034166"
"9107229","1","1","F","39","6","1","M","H","0","2020-00020427"
"9161209","1","1","M","25","5","1","L","G","0","2020-00036796"
"9161634","2","3","M","24","3","-","-","P","-","2020-00037424"
"9102914","2","4","M","28","5","9","P","A","3","2020-00014828"
"9142725","1","1","M","40","6","1","L","G","0","2020-00033313"
"9181519","1","3","F","20","3","-","-","V","0","20-1762"
"9128326","1","1","M","31","6","1","P","W","1","2020-00021969"
"9128444","2","3","M","23","6","-","P","-","-","2020-00026867"
"9141203","2","1","F","25","3","1","M","-","0","2020-00032741"
"9141250","2","1","F","60","7","1","L","G","0","2020-00035065"
