"case_id","party_number","victim_role","victim_sex","victim_age","victim_degree_of_injury","victim_seating_position","victim_safety_equip_1","victim_safety_equip_2","victim_ejected","local_report_number"
"9537414","2","3","F","67","7","-","-","-","-","2022-00053242"
"9537412","2","4","M","22","6","-","P","-","-","2022-00053152"
"9537573","1","2","F","18","0","3","M","G","0","2022-00052496"
"9529704","1","3","M","28","6","-","P","-","0","2022-00046645"
"9438463","1","2","M","59","0","3","M","G","0","2022-00011422"
"9435980","2","1","F","55","6","1","M","G","0","2022-00009819"
"9435980","1","2","M","25","0","6","M","G","0","2022-00009819"
"9435980","1","2","F","64","0","3","M","G","-","2022-00009819"
"9435968","2","2","F","62","4","0","P","C","0","2022-00010171"
"9435968","2","2","F","86","4","0","P","C","0","2022-00010171"
"9435968","2","2","F","79","3","0","P","C","0","2022-00010171"
"9530297","2","3","F","52","6","-","P","-","-","2022-00046724"
"9530295","1","1","F","86","6","1","M","-","0","2022-00046925 "
"9530295","2","2","M","30","0","3","M","-","0","2022-00046925 "
"9530283","1","2","F","11","0","-","M","-","-","2022-00049388"
"9530283","1","2","F","62","0","-","M","-","-","2022-00049388"
"9530283","2","1","F","62","6","1","M","G","-","2022-00049388"
"9530300","1","1","M","47","6","1","P","-","2","2022-00046340"
"9504170","1","1","F","32","6","1","L","G","0","2022-00038655"
"91940671","2","1","F","68","7","1","M","G","0","9370-2022-03561"
"9504170","2","2","M","12","6","6","L","G","0","2022-00038655"
"9504170","2","2","F","2","6","4","L","G","0","2022-00038655"
"9504170","2","2","F","32","6","3","L","G","0","2022-00038655"
"9504170","2","1","F","50","6","1","L","G","0","2022-00038655"
"91835476","3","1","F","24","7","1","L","G","0","9370-2022-01939"
"91835476","2","1","M","42","7","1","L","G","0","9370-2022-01939"
"91779257","2","1","M","35","7","1","M","G","0","9370-2022-01183"
"9528772","2","2","M","13","7","2","M","G","0","2022-00051169"
"9528772","2","1","F","40","7","1","M","G","0","2022-00051169"
"9487482","2","1","F","45","7","1","-","-","-","2022-00034396"
"91823687","1","1","F","53","7","1","M","G","0","9370-2022-02050"
"9487249","1","4","M","14","6","-","P","V","1","2022-00035223"
"9511553","2","3","F","44","7","-","-","P","-","2022-00046854"
"9418825","2","2","M","22","0","3","L","-","-","2022-00005850"
"91676926","2","1","F","42","7","1","M","G","0","9370-2022-00018"
"91676926","1","1","F","57","6","1","M","G","0","9370-2022-00018"
"9546240","2","3","M","58","7","-","-","-","-","2022-00059746"
"9502174","2","2","F","32","0","6","M","G","0","2022-00045076"
"9502172","1","2","M","25","0","3","L","C","0","2022-00045921"
"9414287","2","2","M","29","6","3","L","G","0","2022-00001383"
"9414287","2","1","M","66","6","1","L","G","0","2022-00001383"
"91831974","2","2","M","75","7","3","M","G","0","9370-2022-02146"
"9418778","2","1","M","88","6","1","L","G","0","2022-00004952"
"9414260","2","3","F","20","5","-","P","-","-","2022-00002614"
"9418767","1","3","M","18","6","-","P","-","-","2022-00007758"
"9418767","2","2","F","25","0","3","M","-","-","2022-00007758"
"9418765","1","2","M","23","6","3","M","H","0","2022-00009101"
"9418765","1","1","M","23","6","1","L","H","0","2022-00009101"
"9530651","1","2","F","3","0","4","M","-","-","2022-00045848"
"9478360","2","1","M","22","3","1","P","W","1","2022-00028605"
"9478360","1","2","M","13","0","4","M","-","-","2022-00028605"
"9478360","1","2","F","18","0","3","M","-","-","2022-00028605"
"9478360","1","2","M","16","0","6","M","-","-","2022-00028605"
"9418742","2","4","M","25","6","1","-","-","-","2022-00005227"
"9530651","2","5","F","39","4","-","M","K","0","2022-00045848"
"9546095","1","4","M","31","6","-","P","-","1","2022-00059440"
"91779143","3","1","F","29","7","1","M","G","0","9370-2022-00992"
"9462935","1","1","M","19","6","1","M","G","0","2022-00025613"
"9536284","2","4","M","19","6","-","P","V","-","2022-0052809"
"9537400","2","1","M","31","3","1","M","W","1","2022-00055453"
"9462951","1","1","F","63","7","1","L","G","0","2022-00029976"
"9462951","1","2","F","35","7","3","L","H","0","2022-00029976"
"9462951","2","1","F","21","7","1","L","G","0","2022-00029976"
"9462951","2","2","M","22","7","3","L","G","0","2022-00029976"
"9423301","1","1","F","20","6","1","M","G","0","2022-00000986"
"9414319","2","5","M","20","6","-","-","-","-","2022-00000094"
"9423325","2","4","M","53","6","1","-","-","-","2022-00004949"
"9478013","2","1","M","28","6","1","P","W","1","2022-00027232"
"9455406","1","1","M","30","7","1","M","G","0","2022-00022385"
"9455402","2","1","M","56","3","1","L","C","-","2022-00022451"
"9452538","2","2","F","55","0","3","M","G","0","2022-00018024"
"9452509","2","2","M","24","0","6","M","G","0","2022-00016106"
"9452509","2","2","M","25","0","3","L","G","0","2022-00016106"
"9455431","1","1","M","33","6","1","L","E","0","2022-00023358"
"9455429","1","1","F","23","6","1","M","G","0","2022-00023631"
"9452492","2","1","F","25","6","1","L","G","0","2022-00019728"
"9455423","2","4","M","15","6","-","P","W","-","2022-00024450"
"9455419","2","1","M","41","7","1","M","G","-","2022-00020766"
"9455417","2","3","M","19","7","-","P","-","-","2022-00020815"
"9455410","1","4","M","58","6","-","P","V","1","2022-00021889"
"9455408","2","1","M","19","6","1","L","G","0","2022-00022097"
"9546921","2","1","F","37","6","1","M","G","0","2023-00002812"
"9546921","1","1","M","41","6","1","L","G","0","2023-00002812"
"9530277","2","1","F","24","7","1","M","G","0","2022-00050265"
"9530277","1","1","F","39","6","1","L","G","0","2022-00050265"
"9530275","1","1","M","44","5","1","P","W","2","2022-00050528"
"9530270","2","2","F","20","6","3","L","G","0","2022-00051580"
"9478267","1","2","F","17","0","3","M","G","0","2022-00025839"
"9418209","1","2","M","47","0","2","M","G","0","2022-00004999"
"9435952","2","1","M","27","4","1","M","G","0","2022-00014731"
"9435952","2","2","M","27","4","3","M","G","0","2022-00014731"
"9487168","1","1","M","38","6","1","L","G","0","2022-00038392"
"9487166","2","1","F","74","6","1","M","-","0","2022-00038728"
"9537497","1","1","M","21","6","1","L","C","0","2022-00053119"
"9436093","2","3","M","79","6","-","-","-","-","2022-00011516"
"9436091","2","3","M","29","6","-","P","-","-","2022-00011630"
"91730750","2","1","F","46","6","1","L","G","0","9370-2022-00703"
"91730750","2","2","M","44","7","3","L","G","0","9370-2022-00703"
"91730750","2","2","M","14","7","4","L","G","0","9370-2022-00703"
"91730750","2","2","M","17","7","6","L","G","0","9370-2022-00703"
"91730750","2","2","M","16","7","C","L","G","0","9370-2022-00703"
"9423349","1","2","M","22","0","3","L","G","0","2022-00005748"
"9478338","1","2","M","21","0","3","M","-","-","2022-00025656"
"9478338","2","2","F","26","3","3","M","C","0","2022-00025656"
"9478338","2","1","F","28","3","1","M","-","-","2022-00025656"
"9478333","2","5","M","62","3","-","P","-","0","2022-00026454"
"9436109","1","2","M","61","5","1","P","W","0","2022-00010054"
"9423349","2","1","F","24","7","1","G","-","-","2022-00005748"
"9423349","2","2","M","6","0","6","M","G","0","2022-00005748"
"9487190","2","1","M","53","3","1","M","C","0","2022-00036434"
"9529716","1","4","M","66","5","1","P","Y","3","2022-00048404"
"91784890","2","1","F","35","7","1","M","G","0","9370-2022-01436"
"91694392","2","1","F","70","7","1","M","G","0","9370-2022-00233"
"9487578","1","2","M","21","0","3","M","B","0","2022-00036769"
"9456670","2","1","M","47","7","1","L","G","0","2022-00020931"
"9456670","1","1","F","39","7","1","L","G","0","2022-00020931"
"91808924","1","4","F","70","7","0","P","W","1","9370-2022-01806"
"9536851","2","1","M","41","3","1","L","G","-","2022-00055346"
"9536851","1","1","M","45","2","1","L","G","-","2022-00055346"
"9487246","1","4","M","39","6","-","P","V","1","2022-00035580"
"9487244","2","1","M","63","6","1","M","G","0","2022-00035739"
"9487244","1","1","F","33","6","1","L","G","0","2022-00035739"
"9445328","2","1","M","38","6","1","P","G","-","2022-00018330"
"9529732","2","2","F","4","0","5","M","G","0","2022-00049923"
"9529732","2","2","F","19","7","6","M","G","0","2022-00049923"
"9529732","2","2","F","57","6","3","M","G","0","2022-00049923"
"9529732","2","1","F","74","7","1","M","G","0","2022-00049923"
"9502072","1","4","F","33","7","-","P","W","1","2022-00045592"
"9477748","2","2","F","80","0","3","M","-","-","202200025181"
"9414256","1","4","M","23","5","-","M","-","-","2022-00003146"
"9414244","2","4","F","56","6","-","P","W","1","2022-00002104"
"9502080","2","2","M","11","0","3","M","Q","-","2022-00044246"
"9502080","2","1","F","46","6","1","M","Q","-","2022-00044246"
"9502074","2","4","M","24","6","-","P","W","1","2022-00045620"
"9502056","2","4","M","60","5","-","-","P","1","2022-00045240"
"9502068","3","1","F","58","6","1","L","-","0","2022-00040779"
"9502068","2","1","M","48","6","1","L","G","0","2022-00040779"
"9502068","1","1","F","34","6","1","L","G","0","2022-00040779"
"9529740","2","1","F","58","7","1","M","E","0","2022-00050095"
"9502062","1","1","F","42","6","1","L","G","0","2022-00041854"
"9414284","2","3","F","31","6","-","P","-","-","2022-00004120"
"9414272","2","3","F","32","6","-","P","-","-","2022-00004862"
"9414256","2","2","M","64","0","3","M","-","-","2022-00003146"
"9418775","2","3","F","26","6","-","N","P","-","2022-00005867"
"9418773","2","1","M","20","6","1","L","G","0","2022-00006573"
"9452298","2","3","M","12","6","-","-","-","-","2022-00014188"
"9541430","1","2","F","22","0","3","L","G","0","2022-00055750"
"91932290","2","1","F","59","6","1","M","G","0","9370-2022-03549"
"9488752","2","2","M","18","0","3","M","G","-","2022-00034114"
"9488746","1","2","M","16","0","9","L","B","0","2022-00031909"
"9488746","1","2","M","15","0","9","M","B","0","2022-00031909"
"9488746","1","2","M","16","0","9","P","B","0","2022-00031909"
"9488746","1","2","M","16","0","9","M","B","0","2022-00031909"
"9488744","1","2","M","16","0","9","M","B","0","2022-00031368"
"9488744","1","2","M","15","0","9","M","B","0","2022-00031368"
"9488744","1","2","M","16","0","9","M","B","0","2022-00031368"
"9488744","1","2","M","16","0","9","M","B","0","2022-00031368"
"9488735","2","3","F","51","6","-","-","P","0","2022-00030866"
"9537407","2","3","F","28","6","-","P","-","0","2022-00052192"
"9462947","2","1","M","33","6","1","M","G","0","2022-00029029"
"9537397","3","1","F","17","4","1","M","G","0","2022-00054568"
"9537397","2","2","F","21","4","3","M","G","0","2022-00054568"
"9537397","2","1","M","40","4","1","M","G","0","2022-00054568"
"9537387","2","1","F","46","3","1","M","G","0","2022-00053631"
"9537385","1","4","M","20","2","-","P","V","1","2022-00054203"
"91942189","2","1","F","34","6","1","M","G","0","9370-2022-03712"
"9414357","1","1","M","38","7","1","L","C","0","2022-00001054"
"9414314","2","2","M","998","0","5","M","-","-","2022-00001938"
"9414314","2","2","M","998","0","6","M","-","-","2022-00001938"
"9414314","2","2","M","8","0","4","M","-","-","2022-00001938"
"9414314","2","2","M","6","0","3","M","-","-","2022-00001938"
"9452499","2","4","M","19","7","-","P","-","-","2022-00017509"
"9452497","2","4","F","24","6","-","P","-","1","2022-00018166"
"9455435","1","4","M","62","6","-","P","W","-","2022-00022669"
"9615152","1","4","M","26","6","-","-","-","1","2023-0031608"
"9546934","1","2","F","73","0","-","-","-","0","2023-00000443"
"9546934","1","1","M","72","6","1","M","Q","0","2023-00000443"
"9546932","2","3","F","26","7","-","P","-","0","2023-00000553"
"9650860","2","3","F","82","6","-","P","-","-","2023-00054389"
"9650856","2","4","F","49","5","-","P","W","1","2023-00055926"
"9568895","1","2","M","18","0","3","M","G","0","2023-00019392"
"9586069","1","5","F","21","6","-","P","B","-","2023-00015008"
"91996035","1","1","F","18","6","1","L","G","0","9370-2023-00376"
"9568895","1","2","M","18","0","4","M","G","0","2023-00019392"
"9568895","1","2","M","18","0","6","M","G","0","2023-00019392"
"92038769","2","1","M","41","7","1","M","G","0","9370-2023-00954"
"9651069","2","3","M","74","6","-","-","-","-","2023-00055653"
"92268096","1","1","M","45","6","1","L","G","0","9370-2023-03483"
"92155735","2","1","M","33","6","1","M","G","0","9370-2023-02396"
"9637517","1","2","M","24","0","3","M","G","0","2023-00052966"
"9637438","2","1","F","45","4","1","L","G","0","2023-00052602"
"9637438","1","2","F","52","0","3","M","-","-","2023-00052602"
"9631272","2","1","M","24","3","1","M","W","0","2023-00022588"
"92089192","2","1","M","36","5","1","P","W","1","9370-2023-01636"
"92256405","2","1","M","40","7","1","M","G","0","9370-2023-03853"
"92208385","1","1","M","20","7","1","P","Y","1","9370-2023-03261"
"9618104","2","4","M","37","3","-","P","W","1","2023-00044778"
"9650843","1","1","F","57","6","1","L","G","0","2023-00057858"
"9561687","2","3","M","25","6","-","-","-","-","2023-00008236"
"9629362","2","4","M","25","6","-","P","W","-","2023-00042680"
"9629364","1","4","M","14","5","-","N","W","0","2023-00042470"
"9671001","1","2","M","33","0","8","M","G","0","2023-00062435"
"9594801","1","1","F","20","3","1","P","A","-","2023-00021908"
"9629371","1","4","M","33","5","-","P","W","2","2023-00042219"
"9594791","1","1","F","76","3","1","M","G","0","2023-00023773"
"9618049","1","2","M","998","0","3","M","B","0","2023-00039212"
"9594789","2","1","M","28","4","1","M","G","0","2023-00024337"
"9594787","2","2","M","20","3","3","L","C","0","2023-00024664"
"9594779","2","3","F","32","7","-","P","-","-","2023-00026146"
"9604630","2","2","M","9","6","3","L","G","0","2023-00047464"
"9604630","2","1","F","49","6","1","M","G","0","2023-00047464"
"9561689","1","1","F","19","5","-","P","V","1","2023-00008720"
"92063940","1","1","F","31","6","1","L","G","0","9370-2023-01169"
"9629045","2","1","M","35","6","1","M","G","0","2023-00041866"
"9629051","1","1","M","84","7","1","M","G","0","2023-00038176"
"9629051","1","2","F","32","7","3","L","G","0","2023-00038176"
"9629051","2","2","M","31","0","3","M","-","0","2023-00038176"
"9656242","2","1","M","45","6","1","M","G","0","2023-00054664"
"9585213","2","1","M","53","7","1","M","G","0","202300018384"
"9585211","2","1","F","59","7","1","M","G","0","202300018879"
"9629765","1","2","F","21","0","3","M","G","0","2023-00044481"
"9629765","2","4","F","21","6","-","P","V","2","2023-00044481"
"9629797","1","1","F","73","6","1","M","G","-","2023-00044922"
"9629797","2","1","M","42","6","1","M","G","-","2023-00044922"
"9629686","2","2","F","48","3","3","L","G","0","2023-00043856"
"9629686","2","1","M","30","3","1","L","G","0","2023-00043856"
"9629686","1","1","F","33","3","1","N","-","-","2023-00043856"
"9652063","1","2","F","6","0","6","M","J","0","2023-00061140"
"9652063","1","2","F","5","0","4","M","J","0","2023-00061140"
"9613566","1","1","M","72","5","1","-","-","-","2023-00034567"
"9613564","1","1","M","20","6","1","P","W","2","2023-00033914"
"9652100","1","4","M","72","6","-","P","-","0","2023-00059734"
"9652096","1","1","M","39","6","1","M","B","0","2023-00060242"
"9652090","1","4","M","38","7","-","P","W","1","2023-00061006"
"9652087","1","1","F","80","6","1","M","G","0","2023-00061324"
"9652081","2","2","F","58","6","1","L","G","0","2023-00062533"
"9652081","2","1","F","27","6","1","L","G","0","2023-00062533"
"9652081","1","1","M","33","6","1","L","G","0","2023-00062533"
"9601665","2","1","M","43","7","1","M","-","0","2023-00033660"
"9574383","1","2","F","18","0","3","L","G","0","2023-00011667"
"9629501","1","2","M","71","5","-","P","Y","0","2023-00037872"
"9629512","1","4","M","79","6","-","P","A","0","2023-00037527"
"9574259","1","5","F","20","6","-","P","V","-","2023-00010521"
"9586582","2","2","M","29","0","3","M","G","0","2023-00015523"
"9515104","2","1","F","23","6","1","L","G","0","2023-00062261"
"9515104","2","2","F","21","7","3","L","H","0","2023-00062261"
"9568159","2","4","F","71","5","-","P","W","1","2023-00013137"
"92132184","2","2","M","10","7","4","M","G","0","9370-2023-02207"
"92044583","2","1","M","63","7","1","M","G","0","9370-2023-01014"
"92172680","2","1","M","42","7","1","M","G","0","9370-2023-02769"
"9557878","2","4","F","27","6","-","P","W","-","2023-00006661"
"91983346","1","1","M","47","6","1","L","G","0","9370-2023-00235"
"9599984","2","1","M","21","6","1","L","C","0","2023-00028533"
"9599984","1","2","F","38","6","2","L","C","0","2023-00028533"
"9599981","2","1","M","45","7","1","L","H","0","2023-00029061"
"9599981","1","2","F","29","7","3","M","G","0","2023-00029061"
"9599981","1","1","M","21","7","1","L","G","0","2023-00029061"
"9555026","2","3","M","23","6","-","P","-","0","2023-00006532"
"92044583","2","2","M","61","7","3","M","G","0","9370-2023-01014"
"9641382","1","1","M","30","3","1","L","G","0","2023-00051618"
"9641390","2","4","M","77","3","-","P","-","0","2023-00052389"
"9641392","1","1","M","59","3","1","L","G","0","2023-00052237"
"9641392","2","1","F","31","3","1","L","G","0","2023-00052237"
"92139496","3","1","M","53","7","1","L","G","0","9370-2023-02382"
"92139496","3","2","F","50","7","3","L","G","0","9370-2023-02382"
"9452283","1","2","M","29","0","3","M","B","-","2022-00014818"
"9478358","2","4","M","51","3","-","P","V","1","2022-00028669"
"9478357","3","3","F","3","3","-","-","-","-","2022-00028678"
"9478357","2","3","M","41","3","-","-","-","-","2022-00028678"
"9478354","1","4","M","42","3","-","P","V","1","2022-000298503"
"9418736","2","2","M","14","0","4","M","-","0","2022-00008535"
"9418736","2","2","F","13","0","3","M","G","0","2022-00008535"
"9418736","1","5","F","20","6","-","P","A","0","2022-00008535"
"9541424","1","2","M","26","0","3","L","-","-","2022-00052674"
"9546099","1","1","F","63","6","1","M","G","-","2022-00057646"
"91737940","1","1","M","52","6","1","P","W","1","9370-2022-00690"
"9488751","1","2","F","7","0","6","M","-","-","2022-00033023"
"9462939","1","3","F","59","6","-","B","P","0","2022-00026548"
"9462939","2","2","F","25","0","3","M","G","-","2022-00026548"
"9414299","1","4","M","53","6","1","N","V","1","2022-00001120"
"91737060","2","2","F","53","6","3","M","G","0","9370-2022-00702"
"91737060","2","1","M","65","6","1","M","G","0","9370-2022-00702"
"9537393","2","4","M","59","2","-","P","A","1","2022-00056318"
"9537390","1","1","M","23","3","1","L","C","0","2022-00055999"
"9537389","2","1","F","49","4","1","M","G","-","2022-00054699"
"9423333","1","1","M","61","6","1","L","G","0","2022-00008324"
"9455439","2","1","F","57","6","1","M","G","-","2022-00022584"
"9455438","2","1","M","49","6","1","L","G","0","2022-00020457"
"9455438","1","2","F","1","0","5","L","-","0","2022-00020457"
"9455438","1","2","F","8","6","3","M","G","0","2022-00020457"
"9452494","2","3","M","29","7","-","-","-","-","2022-00019301"
"9455425","1","3","F","20","6","-","P","-","0","2022-00023945"
"9455422","2","1","F","23","6","1","P","-","2","2022-00024979"
"9478017","1","2","M","45","0","3","P","-","0","2022-00025952"
"9414295","2","1","F","74","6","1","M","G","0","2022-00001220"
"9414295","1","1","M","32","6","1","N","W","1","2022-00001220"
"9546924","2","4","M","20","6","-","P","W","0","2023-00002413"
"9546923","2","1","M","50","7","1","M","C","0","2023-00002474"
"9615131","2","3","F","43","6","-","P","-","-","2023-00036357"
"9615123","2","4","M","35","6","-","-","-","3","2023-00034792"
"9615122","1","4","M","81","5","-","P","W","-","2023-00035137"
"9615150","2","2","F","22","6","3","M","G","0","2023-00033108"
"9547271","1","1","M","58","6","1","L","G","-","2023-00001492"
"9551141","1","1","M","66","6","1","N","W","2","2023-00002873"
"9650854","2","1","M","18","6","1","M","A","0","2023-00056350"
"9650851","2","3","M","24","6","-","P","-","-","2023-00056508"
"9650848","2","1","M","17","7","1","M","C","0","2023-00057456"
"9650848","1","2","F","16","0","6","L","C","0","2023-00057456"
"9546906","2","3","M","28","6","-","P","-","0","2023-00004906"
"9546905","1","5","F","22","6","-","P","W","1","2023-00004919"
"9568876","2","2","F","27","6","3","L","G","0","2023-00016792"
"92097680","2","1","F","43","7","1","M","G","0","9370-2023-01870"
"9568876","2","2","F","29","6","4","L","G","0","2023-00016792"
"9568876","2","2","M","28","5","6","L","G","0","2023-00016792"
"9652844","2","1","M","38","2","1","M","W","2","2023-00059957"
"9652835","1","4","M","53","3","1","M","V","2","2023-00058529"
"9652832","2","1","F","73","4","1","M","G","-","2023-00062495"
"9652832","1","2","M","21","0","6","M","-","-","2023-00062495"
"9652832","1","2","M","40","0","4","M","-","-","2023-00062495"
"9652832","1","2","M","17","0","5","M","-","-","2023-00062495"
"9547307","1","2","F","27","0","3","L","H","0","2023-00004632"
"9637430","1","1","M","54","3","1","P","W","1","2023-00051041"
"9637422","1","2","F","27","2","3","L","B","0","2023-00050159"
"9637422","1","1","M","48","2","1","L","E","0","2023-00050159"
"92120496","3","2","F","42","7","3","M","G","0","9370-2023-02011"
"92120496","3","1","M","39","7","1","M","G","0","9370-2023-02011"
"9583886","1","3","M","29","6","-","-","-","-","2023-00027621"
"9583878","1","1","F","32","7","1","M","G","-","2023-00030323"
"92170168","2","2","F","29","6","6","M","F","0","9370-2023-02744"
"9650845","2","1","M","44","6","1","L","G","0","2023-00057837"
"9650845","1","2","M","14","0","3","M","-","-","2023-00057837"
"9650837","2","1","F","32","6","1","M","G","0","2023-00055727"
"9650837","1","1","M","34","6","1","L","G","0","2023-00055727"
"9650830","2","1","M","31","7","1","L","G","0","2023-00053967"
"9650830","1","1","F","23","7","1","L","G","0","2023-00053967"
"9650826","2","1","M","38","6","1","L","G","0","2023-00053733"
"9650826","1","1","F","81","6","1","M","G","0","2023-00053733"
"9561678","1","1","F","76","6","1","M","E","0","2023-00005944"
"9561678","2","1","F","32","6","1","L","E","0","2023-00005944"
"9561679","2","4","F","61","6","-","P","W","0","2023-00006283"
"9594798","1","1","F","51","2","1","P","V","1","2023-00022274"
"9594797","2","2","M","57","3","3","M","G","0","2023-00022561"
"9594797","2","1","F","47","3","1","B","-","-","2023-00022561"
"9629376","2","4","M","55","6","-","P","W","1","2023-00039876"
"9594781","3","2","F","73","3","3","L","G","0","2023-00026035"
"9594781","3","1","M","68","3","1","L","G","0","2023-00026035"
"9594781","2","1","M","46","3","1","L","G","0","2023-00026035"
"9561715","1","1","F","42","6","1","L","G","-","202300009388"
"9561715","1","2","F","51","0","2","M","-","-","202300009388"
"9604638","1","1","F","66","6","1","M","G","0","2023-00044706"
"92251757","1","1","M","36","6","1","L","G","0","9370-2023-03647"
"9585205","2","3","F","19","6","-","P","-","0","202300020676"
"9656254","2","4","F","32","7","-","P","-","-","2023-00057165"
"9629224","2","3","M","13","6","-","P","-","-","2023-00046599"
"9629232","2","1","F","23","6","1","P","W","0","2023-00047158"
"9585386","1","2","M","61","0","3","M","-","-","2023-00015626"
"9537383","1","1","F","74","3","1","L","C","0","2022-00054037"
"9537381","2","1","F","31","3","1","M","C","0","2022-00053964"
"9537381","1","1","M","58","3","1","M","C","0","2022-00053964"
"9414318","2","2","F","31","0","3","M","-","0","2022-00002137"
"9478012","2","1","M","37","6","1","L","G","-","2022-00028558"
"9455405","4","3","F","24","6","-","-","-","-","2022-00022301"
"9455405","3","3","M","24","6","-","-","-","-","2022-00022301"
"9455405","2","2","F","38","0","3","L","G","0","2022-00022301"
"9455405","2","1","M","38","6","1","L","G","0","2022-00022301"
"9455403","1","2","F","21","0","3","M","G","0","2022-00022346"
"9455403","2","3","M","25","6","-","P","-","-","2022-00022346"
"9452505","1","2","M","25","0","4","M","P","-","2022-00016858"
"9452503","2","2","M","36","0","3","M","G","0","2022-00019067"
"9455432","2","4","F","63","6","-","P","W","1","2022-00023430"
"9455428","2","2","M","24","0","6","L","-","-","2022-00023934"
"9455428","1","2","F","23","0","3","L","-","-","2022-00023934"
"9455428","1","1","F","20","4","1","L","G","0","2022-00023934"
"9455416","1","4","M","39","6","-","P","-","-","2022-00021036"
"9455414","1","3","F","71","6","-","P","-","0","2022-00021199"
"9455411","2","1","F","72","6","1","M","G","0","2022-00021842"
"9601174","2","3","F","32","6","-","P","-","-","2023-00030319"
"92091947","2","2","-","15","7","4","M","G","0","9370-2023-01698"
"92091947","2","2","F","45","7","3","M","G","0","9370-2023-01698"
"92091947","2","2","M","11","7","5","M","G","0","9370-2023-01698"
"92091947","2","2","F","18","7","6","M","G","0","9370-2023-01698"
"9601166","2","1","F","31","6","1","M","C","0","2023-00028109"
"9615151","2","1","M","60","5","1","P","-","1","2023-00032124"
"9615151","1","2","M","5","0","6","M","G","0","2023-00032124"
"92231973","2","1","F","19","7","1","M","G","0","9370-2023-03420"
"9656285","2","2","F","29","0","3","M","-","0","2023-00053203"
"9656285","1","4","M","59","7","-","P","V","1","2023-00053203"
"9615183","1","4","M","12","5","-","P","V","1","2023-00034125"
"9546935","1","2","F","32","0","3","M","-","0","2023-00000347"
"9546935","2","3","F","54","6","-","-","-","0","2023-00000347"
"9546933","1","1","F","79","6","1","L","G","0","2023-00000467"
"92065923","3","1","F","52","6","1","M","G","0","9370-2023-01323"
"92013658","2","1","M","30","7","1","M","G","0","9370-2023-00711"
"9651295","1","4","M","47","3","-","P","W","0","2023-00053242"
"9637375","2","1","M","61","2","1","P","W","1","2023-00048842"
"9585034","2","2","M","55","7","1","M","H","0","2023-00016290"
"9585030","1","3","M","29","7","-","P","-","-","2023-00016265"
"92168955","1","1","M","23","6","1","M","H","0","9370-2023-02711"
"92168955","1","2","F","22","7","3","L","G","0","9370-2023-02711"
"92201186","1","1","M","20","7","1","L","G","0","9370-2023-03116"
"92231420","1","1","M","35","6","1","L","G","0","9370-2023-03465"
"9594970","3","2","F","40","0","8","M","P","0","2023-0023344"
"9594970","1","2","F","26","0","3","M","G","0","2023-0023344"
"9583877","2","2","M","21","0","3","M","G","0","2023-00031354"
"9650821","2","1","M","43","6","1","M","G","0","2023-00053606"
"9650840","2","1","M","52","6","1","M","G","0","2023-00056500"
"9650838","1","3","F","76","7","-","P","-","0","2023-00055632"
"9561688","2","1","F","19","6","-","P","X","1","2023-00008552"
"9629363","1","1","M","20","6","1","L","G","0","2023-00042483"
"9629363","2","1","M","42","6","1","M","G","0","2023-00042483"
"9629363","2","2","F","43","6","2","M","G","0","2023-00042483"
"9629363","1","2","-","19","6","2","L","G","0","2023-00042483"
"9594802","1","1","F","53","3","1","M","G","0","2023-00021836"
"9594800","2","3","F","23","3","-","P","-","0","2023-00022132"
"9629370","1","4","M","17","6","-","P","W","0","2023-00040929"
"9629370","2","2","F","14","0","3","M","G","-","2023-00040929"
"9629375","2","1","F","47","6","1","M","G","0","2023-00039905"
"9594790","2","4","F","40","4","-","P","W","-","2023-00024278"
"9594790","1","2","F","50","0","6","M","G","0","2023-00024278"
"9594790","1","2","M","26","0","3","M","G","0","2023-00024278"
"92224792","2","1","F","72","7","1","M","G","0","9370-2023-03347"
"9594788","1","4","M","32","3","-","P","V","0","2023-00024613"
"9594786","3","1","M","29","3","1","M","G","0","2023-00024809"
"9594786","2","1","M","40","3","1","L","G","0","2023-00024809"
"9594786","1","2","F","26","2","3","L","B","0","2023-00024809"
"9594786","1","1","F","29","2","1","L","B","0","2023-00024809"
"9568909","2","3","M","53","5","-","-","-","-","2023-00018034"
"9561714","2","3","F","64","6","-","P","-","-","202300009046"
"9629046","1","4","M","58","6","1","P","W","0","2023-00040933"
"9629050","1","4","F","29","6","-","P","V","1","2023-00038684"
"9629042","1","4","M","30","6","-","P","V","0","2023-00042420"
"9629212","1","2","F","71","0","9","P","-","-","2023-00043463"
"9629212","1","2","F","998","0","-","P","-","-","2023-00043463"
"9585223","2","2","F","19","7","3","L","G","0","2023-00016902"
"9585212","2","3","F","33","6","-","P","-","-","202300018747"
"9629785","2","1","F","28","6","1","M","G","3","2023-00043801"
"9629794","2","5","M","33","6","-","P","W","-","2023-00046087"
"9629811","2","3","M","13","6","-","P","-","-","2023-00047560"
"9613567","2","1","M","30","7","1","L","G","0","2023-00034412"
"9613567","1","1","M","53","7","1","L","G","0","2023-00034412"
"92282578","2","1","F","54","6","1","L","G","0","9370-2023-04165"
"9629875","2","2","F","42","0","3","M","E","0","2023-00039066"
"9652101","1","4","M","44","6","-","P","W","3","2023-0059092"
"9652097","2","2","F","73","6","3","M","C","0","2023-00060176"
"9652091","2","1","M","54","6","1","B","-","0","2023-00060980"
